COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
Rubamin,Pharma ,3.8,Vadodara,209,1k,3
Rotostat Services,Industrial Machinery ,3.2,Mumbai,208,801,37
Aneja Associates,Accounting & Auditing ,3.4,Mumbai,208,825,2
Girnar Care,BPO ,3.5,Jaipur,211,743,--
HTL,Telecom ,4.0,Chennai,208,1.2k,7
Ayesa,IT Services & Consulting ,3.9,New Delhi,208,607,1
Prime Focus,Animation & VFX ,3.9,Mumbai,208,625,--
SAMCO Securities,Financial Services ,4.3,Mumbai,208,877,--
BoAt,Consumer Electronics & Appliances ,3.8,Mumbai,226,1.3k,2
Beri Udyog,Industrial Machinery ,3.8,Karnal,208,793,9
Rossari Biotech,Chemicals ,3.7,Mumbai,208,1.1k,2
Aziro (formerly MSys Technoloigies),Software Product ,3.3,Chennai,208,1.2k,74
Travel Boutique Online,Travel & Tourism ,4.2,Gurugram,208,1.2k,3
Marsh,Insurance ,4.0,Mumbai,207,499,--
Fleet Management,Ports & Shipping ,3.1,Mumbai,207,747,39
Graviti Pharmaceuticals,Pharma ,3.5,Hyderabad,207,895,11
NATIONAL SKILL DEVELOPMENT CORPORATION,Non-Profit ,4.0,New Delhi,207,944,--
Mark's,Telecom ,3.4,Gurugram,207,27,3
TP Southern Odisha Distribution, ,3.8,Berhampur,207,679,--
Amrita Vishwa Vidyapeetham,Education & Training ,3.8,Coimbatore,208,1.2k,145
Geo Chem Laboratories,Industrial Machinery ,4.0,Mumbai,207,647,5
Chitkara University,Education & Training ,2.8,Chandigarh,207,686,17
Atidiv,IT Services & Consulting ,3.3,Pune,207,1.2k,4
Yashi Consulting Services,IT Services & Consulting ,3.8,Gurugram,207,289,--
LNV Technology,Industrial Machinery ,4.0,Chennai,207,624,1
Ajax Engineering,Engineering & Construction ,4.1,Bengaluru,207,1.1k,8
Bikaji Foods,FMCG ,3.7,Bikaner,207,618,12
MyCaptain by Imarticus Learning,EdTech ,3.8,Bengaluru,207,524,--
Bilt Graphic Paper Products,Pulp & Paper ,4.2,Pune,207,756,4
Abante Integrated Management Services,Management Consulting ,2.6,Gurugram,207,665,12
Crimson Interactive,Content Development ,4.3,Mumbai,207,1.1k,6
Mitsubishi Heavy Industries,Industrial Machinery ,3.5,Mysuru,208,816,2
Vivifi India Finance,NBFC ,3.9,Hyderabad,207,807,--
Svatantra Micro Housing Finance Corporation Limited,Financial Services ,3.4,Mumbai,207,664,26
Jindal Worldwide,Fashion & Textile ,4.5,Ahmedabad,207,979,6
Lingaya's Vidyapeeth,Education & Training ,3.5,Faridabad,206,277,--
CallHealth,Healthcare ,4.2,Hyderabad,206,795,--
Kerakoll,Building Material ,3.3,Vadodara,207,686,--
Development Consultants,IT Services & Consulting ,3.0,Kolkata,206,566,--
Mordor Intelligence,Analytics & KPO ,3.3,Hyderabad,206,979,--
KisanKraft Machine Tools,Industrial Machinery ,3.6,Bengaluru,206,728,3
Teleone,Internet ,4.1,New Delhi,206,703,--
DelaPlex Software,IT Services & Consulting ,4.6,Nagpur,206,986,27
ACME Group,Internet ,4.1,Gurugram,207,275,--
ATS Homekraft,Real Estate ,3.9,Noida,206,705,7
First Citizens India,Financial Services ,3.8,Bengaluru,206,1.7k,38
Bsr Infratech India,Engineering & Construction ,3.4,Bengaluru,206,867,--
Wardwizard Innovations & Mobility,Automobile ,3.7,Vadodara,206,669,16
Lokesh Machines,Industrial Machinery ,3.5,Hyderabad,206,825,5
Pathfinder Business Analysis,Management Consulting ,3.3,Coimbatore,206,1.2k,--
Arihant Publications,Printing & Publishing ,3.0,New Delhi,206,521,1
Turito,EdTech ,3.4,Hyderabad,206,858,--
M Swasth Solutions, ,4.0,Gurugram,207,421,--
Apex Hospital,Healthcare ,3.6,Jaipur,206,829,--
Rohan Motors,Automobile ,3.3,New Delhi,206,712,6
Eternis Fine Chemicals,Chemicals ,4.0,Pune,206,1.1k,--
Elofic Industries,Auto Components ,3.1,Faridabad,205,777,--
Infiiloom,Fashion & Textile ,4.1,Pune,206,812,2
inMorphis Services,IT Services & Consulting ,3.8,Noida,206,904,15
Hyundai Motor India Engineering,IT Services & Consulting ,3.7,Hyderabad,206,1.1k,--
Montra Electric,Automobile ,3.8,Chennai,207,755,13
ACT Plast Paints,Chemicals ,3.5,Chennai,204,789,2
Al Ahleia Switchgear,Industrial Machinery ,3.8,Chennai,206,512,--
Tbea Energy,Electrical Equipment ,3.0,Vadodara,206,871,4
Mordor Intelligence,Analytics & KPO ,3.4,Hyderabad,206,979,--
M Swasth Solutions, ,4.2,Gurugram,207,421,--
Bajel Projects,Engineering & Construction ,3.5,Mumbai,206,593,5
Bodal Chemicals,Chemicals ,3.9,Vadodara,206,1.2k,7
Armstrong Robotics & Technologies Private Limited,Industrial Automation ,3.9,Nashik,206,905,3
Kh Exports,Import & Export ,4.3,Chennai,205,834,--
Navigators Software,IT Services & Consulting ,3.4,Kolkata,205,603,19
Soothe Healthcare,Healthcare ,4.0,Noida,205,839,1
ASP OL Media,Marketing & Advertising ,3.8,Pune,205,327,5
Stashfin,FinTech ,4.1,New Delhi,205,770,--
Anglo-Eastern Ship Management,Ports & Shipping ,3.8,Mumbai,205,554,1
Centrient Pharmaceuticals,Pharma ,3.7,Chandigarh,204,1.1k,--
Malayala Manorama,Printing & Publishing ,3.4,Kottayam,205,1.1k,13
Data Patterns,Defence & Aerospace ,2.8,Chennai,205,1.2k,12
Decimal Technologies,Software Product ,3.4,Gurugram,205,1.7k,--
Motion Education,Education & Training ,3.9,Kota,205,894,55
Continental Hospitals,Healthcare ,3.2,Hyderabad,205,834,12
Network Intelligence India,Law Enforcement & Security ,3.5,Mumbai,205,1.3k,8
Quest Global Technologies,IT Services & Consulting ,3.8,Bengaluru,206,1.7k,9
Bhima Gold,Jewellery ,3.8,Bengaluru,205,787,4
Centrient Pharmaceuticals,Pharma ,3.8,Chandigarh,204,1.1k,--
Bombay Dyeing,Fashion & Textile ,3.5,Mumbai,205,897,--
Quest Global Technologies,IT Services & Consulting ,3.8,Bengaluru,206,1.7k,9
Stashfin,FinTech ,3.9,New Delhi,205,770,--
Keolis Hyderabad Metro,Urban Transport ,3.8,Hyderabad,205,871,--
Rajesh Motors,Automobile ,3.8,Jaipur,205,632,--
IFB Automotive,Auto Components ,3.4,Bengaluru,206,818,--
AISATS,Aviation ,4.1,New Delhi,205,398,--
Sterling and Wilson Renewable Energy,Power ,3.4,New Delhi,205,819,11
Motion Education,Education & Training ,3.9,Kota,205,894,55
Continental Hospitals,Healthcare ,3.8,Hyderabad,205,834,12
Bhima Gold,Jewellery ,4.3,Bengaluru,205,787,4
BPO+,BPO ,3.2,New Delhi,205,1.8k,1
Network Intelligence India,Law Enforcement & Security ,3.7,Mumbai,205,1.3k,8
Malayala Manorama,Printing & Publishing ,4.3,Kottayam,205,1.1k,13
Praxis home Retail,Retail ,3.7,Mumbai,203,818,6
Aarti Pharmalabs,Pharma ,3.6,Mumbai,228,1.1k,1
Parker Hannifin,Industrial Machinery ,3.3,Chennai,204,995,9
Shanthi Gears,Auto Components ,3.3,Coimbatore,204,1.2k,--
Shopclues,Internet ,4.4,Gurugram,204,1.1k,57
AGROCEL INDUSTRIES,Chemicals ,4.6,Bhuj,204,661,--
Orthosquare Dental Clinic,Healthcare ,3.2,Mumbai,204,83,--
Precision Camshafts,Auto Components ,3.7,Solapur,204,762,1
Pran Beverages India,Beverage ,3.3,Kolkata,204,696,--
Shopclues,Internet ,3.6,Gurugram,204,1.1k,57
Shriram Fortune Solutions,Financial Services ,3.7,Gurugram,204,461,--
Hgs Services,Analytics & KPO ,3.7,Bengaluru,204,651,--
CRB Tech Solution,EdTech ,3.7,Pune,204,418,--
Connectwell Industries,Electronics Manufacturing ,3.3,Mumbai,204,1k,44
Keertana Finserv,NBFC ,3.4,Hyderabad,204,469,17
Mol Information Processing Services India,IT Services & Consulting ,3.8,Kolkata,204,826,20
Orange Retail Finance,Financial Services ,3.7,Chennai,204,631,--
Kopran,Pharma ,3.7,Mumbai,204,1.2k,4
Northern Arc Capital,NBFC ,3.3,Chennai,205,968,8
Shanthi Gears,Auto Components ,3.6,Coimbatore,204,1.2k,--
OptimHire,Internet ,3.1,Hyderabad,204,809,--
Artech,Architecture & Interior Design ,3.4,Bengaluru,204,1.4k,--
Fulcrum Digital,IT Services & Consulting ,3.9,Pune,204,1.4k,2
Magicrete Building Solutions,Building Material ,3.5,Surat,205,828,19
Vedika Credit Capital,NBFC ,3.2,Ranchi,203,563,6
Precision Camshafts,Auto Components ,3.1,Solapur,204,762,1
Artech,Architecture & Interior Design ,3.6,Bengaluru,204,1.4k,--
ProcMart,IT Services & Consulting ,3.6,Pune,204,452,3
NMIMS,Education & Training ,4.1,Mumbai,202,1.1k,--
Siemens PLM Software,Industrial Automation ,4.1,Pune,203,1.7k,--
S.c Johnson Products,FMCG ,2.6,Gurugram,203,565,1
Raheja Developers,Real Estate ,3.7,Gurugram,203,791,--
Milan Laboratories India Private Limited,Pharma ,3.6,Mumbai,203,957,5
Fibe,FinTech ,4.2,Pune,203,1.2k,21
CONTUS TECH,IT Services & Consulting ,3.9,Chennai,203,882,1
Andhra Pradesh State Skill Development Corporation,Non-Profit ,4.2,Vijayawada,204,557,--
SAS,IT Services & Consulting ,4.1,Pune,203,1.7k,34
ARaymond,Auto Components ,3.2,Pune,203,1k,19
Sahajanand Laser Technology,Industrial Machinery ,4.5,Gandhinagar,203,835,17
Quest Diagnostics,Healthcare ,3.0,Hyderabad,203,899,55
Izmo,IT Services & Consulting ,3.3,Bengaluru,203,819,42
Reserve Bank Information Technology,IT Services & Consulting ,3.0,Mumbai,203,1.8k,11
ZKTeco Biometrics,Law Enforcement & Security ,3.5,Bengaluru,203,1.2k,--
Matter Motor Works,Automobile ,4.1,Ahmedabad,203,1k,5
Ashv Finance, ,2.9,Mumbai,202,733,--
Mazars,Accounting & Auditing ,4.1,Gurugram,202,1.4k,60
St Regis,Hospitality ,4.1,Mumbai,202,624,--
Janatics India,Industrial Automation ,3.9,Coimbatore,202,1.3k,9
Vnr Seeds,Agriculture ,3.2,Raipur,202,695,32
Petronas Lubricants,Petrochemicals ,4.0,Mumbai,202,683,2
Parijat Industries (India),Chemicals ,3.4,New Delhi,202,735,--
Hi Tech Informatics,IT Services & Consulting ,4.0,Mumbai,202,715,--
Peps Industries,Furniture & Furnishing ,3.2,Coimbatore,202,697,--
Sagitec Solutions,IT Services & Consulting ,4.1,Pune,202,1.6k,3
Country Inns & Suites,Hospitality ,4.2,New Delhi,202,630,--
Utkal Alumina International,Chemicals ,3.6,Rayagada,202,676,--
BajajSons,Automobile ,3.6,Ludhiana,202,846,--
Roulunds Braking,Auto Components ,3.9,Sonipat,202,792,--
Tokai Imperial Rubber India,Industrial Machinery ,4.2,Faridabad,202,806,--
Vishay Components,Electronics Manufacturing ,3.6,Pune,202,774,--
BTL EPC LTD,Industrial Machinery ,2.8,Kolkata,202,747,--
Haldiram's Prabhuji,FMCG ,3.3,Kolkata,202,538,--
Kazo Fashion,Fashion & Textile ,4.2,New Delhi,202,542,--
PES Engineers,Engineering & Construction ,3.6,Hyderabad,202,717,1
Ascendum KPS,IT Services & Consulting ,4.1,Ahmedabad,202,840,2
Janatics India,Industrial Automation ,4.1,Coimbatore,202,1.3k,9
NGK Spark Plugs,Auto Components ,3.6,Bawal,202,723,--
Ascendum KPS,IT Services & Consulting ,3.5,Ahmedabad,202,840,2
Upstox,FinTech ,3.9,Mumbai,205,1.5k,--
Tata Lockheed Martin Aerostructures,Defence & Aerospace ,3.9,Hyderabad,202,972,--
Transaction Solutions International (India) Pvt Ltd,Financial Services ,2.9,Pune,202,733,--
Aarav Global Products & Services Private Limited,IT Services & Consulting ,4.3,Mumbai,202,717,4
Emirates Flight Catering,Hospitality ,3.6,Dubai,202,268,--
SMC Power Generation,Iron & Steel ,3.1,Jharsuguda,201,778,--
Hidesign,Retail ,4.1,Puducherry,201,891,14
Ramoji Film City,Media & Entertainment ,4.0,Hyderabad,201,627,--
TNT Express,Logistics ,3.8,Mumbai,201,398,--
Radhakrishna Foodland,Logistics ,2.3,Mumbai,201,765,--
Vinculum Solutions,IT Services & Consulting ,3.5,Noida,201,1.4k,5
Bonito Designs,Architecture & Interior Design ,3.3,Bengaluru,225,1.2k,4
SSEM,Industrial Machinery ,3.8,Riyadh,201,349,--
ZunRoof Tech,Power ,4.1,Gurugram,201,452,29
Cross Country Infotech,IT Services & Consulting ,3.6,Pune,201,730,7
RineX, ,3.6,Bengaluru,201,175,--
Providence Global Center,IT Services & Consulting ,3.6,Hyderabad,201,1.7k,30
Providence Global Center,IT Services & Consulting ,4.0,Hyderabad,201,1.7k,30
MSC Technology India,IT Services & Consulting ,3.6,Chennai,201,1.5k,13
RineX, ,3.7,Bengaluru,201,175,--
Simform,IT Services & Consulting ,3.8,Ahmedabad,201,1.4k,8
Radhakrishna Foodland,Logistics ,3.5,Mumbai,201,765,--
Groupe Lactalis,FMCG ,3.3,Chennai,201,787,129
Rama University,Education & Training ,4.1,Kanpur,201,544,177
Cross Country Infotech,IT Services & Consulting ,3.6,Pune,201,730,7
Network Techlab,Hardware & Networking ,3.9,Mumbai,201,943,19
Colorbar Cosmetics,Beauty & Personal Care ,3.0,New Delhi,201,580,--
Wings Biotech,Pharma ,3.3,New Delhi,201,484,11
Oxyzo Financial Services,Financial Services ,3.7,Gurugram,202,1.1k,2
GEETANJALI HOMESTATE,Real Estate ,3.7,Gurugram,201,271,--
Blackbuck Insights,IT Services & Consulting ,4.4,Bengaluru,201,828,--
Skandhanshi Infra Projects,Real Estate ,4.0,Kurnool,201,882,6
DigiCall Teleservices,Telecom ,3.9,Noida,200,330,--
Kama Ayurveda,Beauty & Personal Care ,4.4,New Delhi,200,763,4
Sapphire Software Solutions (India),IT Services & Consulting ,4.0,Ahmedabad,200,318,10
Dhampur Sugar Mills,Agro Chemicals ,3.4,New Delhi,200,721,1
SmartStream Technologies,IT Services & Consulting ,3.7,Bengaluru,201,1.6k,11
Besant Technologies,Education & Training ,3.5,Chennai,200,1.2k,--
Pacific Development Corporation Limited (Pacific Group),Real Estate ,3.8,New Delhi,200,1k,11
Amphenol Fci,Electrical Equipment ,3.8,Bengaluru,200,878,1
Igarashi Motors,Auto Components ,3.7,Chennai,200,1.1k,--
Sakura Autoparts,Auto Components ,3.8,Chennai,200,823,--
Bharat Broadband Network,Telecom ,4.0,New Delhi,200,785,--
Prologic Web Solutions,IT Services & Consulting ,3.9,Noida,200,388,4
B2x Service Solutions,BPO ,4.2,Mumbai,200,476,--
Josh Talks,Broadcasting ,3.7,Gurugram,200,372,--
Deep Industries,Oil & Gas ,4.4,Ahmedabad,200,944,5
Avaali Solutions,IT Services & Consulting ,3.4,Bengaluru,200,410,9
Skypro Technologies,IT Services & Consulting ,3.3,Bengaluru,200,713,--
Fisdom,Financial Services ,2.6,Bengaluru,200,821,--
TRIGO Group,Auto Components ,3.7,Chennai,199,697,--
Victora Industries,Auto Components ,3.5,Faridabad,211,759,--
Codeyoung, ,4.1,Bengaluru,209,670,3
Alghanim International,Engineering & Construction ,4.0,Kuwait City,200,577,--
Zen Technologies,Defence & Aerospace ,3.5,Hyderabad,200,820,2
Jesons Industries,Chemicals ,3.7,Mumbai,200,1.1k,3
Heads Up For Tails,Retail ,3.5,Gurugram,200,883,17
Codeyoung, ,4.1,Bengaluru,209,670,3
Alghanim International,Engineering & Construction ,3.6,Kuwait City,200,577,--
Shirdi Sai Electricals,Power ,3.8,Y.S.R. Kadapa,200,619,3
MAKEEN Energy,Oil & Gas ,3.6,Hyderabad,200,473,--
Tresor Systems,Retail ,4.1,New Delhi,200,721,6
Praxair,Chemicals ,3.7,Bengaluru,199,676,--
Mfine,Internet ,2.7,Bengaluru,199,1.2k,2
i-exceed technology solutions,FinTech ,2.9,Bengaluru,199,1.5k,14
UFO Moviez,Media & Entertainment ,3.6,Mumbai,199,876,6
UST BlueConch Technologies,Software Product ,4.4,Pune,199,1.2k,--
Ways2excel,EdTech ,3.9,Kolkata,199,61,--
eligarf Technologies,Emerging Technologies ,3.7,Pune,199,225,1
Crossword Bookstores,Retail ,3.4,Pune,199,528,--
Masu Brakes,Auto Components ,4.2,Bahadurgarh,199,759,--
Gleeds Consulting (India) Pvt. Ltd,Real Estate ,3.6,Bengaluru,199,708,1
TP Northern Odisha Distribution,Power ,3.2,Balasore,199,698,--
Daffodil Software,IT Services & Consulting ,3.0,Gurugram,199,1.5k,--
TransPerfect,Hardware & Networking ,2.1,Pune,199,1.2k,19
Sendan International Co,Engineering & Construction ,3.6,Al Jubail,199,510,--
PagarBook,Software Product ,3.9,Bengaluru,199,840,1
Embio,Pharma ,4.1,Mahad,199,875,2
Raksha TPA,Insurance ,2.5,Faridabad,199,762,--
InSync Analytics,Analytics & KPO ,4.3,Mumbai,198,1.3k,2
Primary Health Centre,Healthcare ,3.5,Bengaluru,199,717,--
Emiza Supply Chain Services Private Limited,Logistics ,3.5,Mumbai,199,724,--
Six Sigma Soft Solutions,IT Services & Consulting ,4.7,Chennai,199,1.3k,--
Experion Developers,Real Estate ,3.3,Gurugram,199,621,--
Prozo,Internet ,3.6,Gurugram,199,871,--
Ami Polymer,Medical Equipment ,3.7,Dadra & Nagar Haveli,199,699,23
Altum Credo Home Finance,NBFC ,3.4,Pune,199,670,7
Aditi Consulting,IT Services & Consulting ,4.1,Bengaluru,199,1k,1
Sigma Freudenberg NOK,Auto Components ,4.2,Chennai,199,928,--
IIMT Group of Colleges,Education & Training ,2.6,Greater Noida,199,564,28
Aress Software and Education Technologies,IT Services & Consulting ,3.6,Nashik,199,1.1k,--
Horiba India,Industrial Machinery ,2.9,New Delhi,199,1.1k,--
Smart Energy Water,IT Services & Consulting ,3.3,Noida,200,1.6k,4
Logicon Facility Management,Facility Management Services ,3.7,Pune,198,733,--
ReGen Powertech,Power ,4.2,Chennai,198,430,--
Corrival Corporate Services,Recruitment ,4.2,Hyderabad,198,491,--
Enmas O & M Services,Oil & Gas ,4.0,Chennai,198,643,--
TomTom,IT Services & Consulting ,3.7,Pune,198,947,7
Rishabh Instruments Limited,Electronics Manufacturing ,4.2,Nashik,198,722,9
Volksoft Technologies,Software Product ,3.2,Hyderabad,198,165,--
WinWire,IT Services & Consulting ,3.3,Hyderabad,198,1.6k,36
PEARCE SERVICES,Telecom ,4.0,Sahibzada Ajit Singh Nagar,198,1k,9
Thejo Engineering,Engineering & Construction ,3.8,Chennai,198,913,4
Energy Efficiency Services,Power ,3.7,New Delhi,198,756,--
Comcast India Engineering Center,Software Product ,3.8,Chennai,198,2.2k,37
JSW Severfield Structures,Engineering & Construction ,4.2,Ballari,198,791,--
Kalyan Toll Infrastructure,Engineering & Construction ,4.1,Indore,198,677,3
dsm-firmenich,Biotechnology ,3.6,Mumbai,198,1.1k,11
Arihant Superstructures,Real Estate ,4.0,Mumbai,198,640,--
ECOS (I) MOBILITY & HOSPITALITY,Sports & Recreation ,4.2,New Delhi,198,441,--
CIMS Hospital,Healthcare ,3.6,Ahmedabad,198,603,2
IDBI Capital,Financial Services ,3.9,Mumbai,198,863,8
Taikisha Engineering India,Industrial Machinery ,4.0,Pune,198,1.1k,--
Symphoni HR,Recruitment ,3.3,Mumbai,198,334,--
Paychex IT Solutions India,Software Product ,3.6,Bengaluru,198,1k,19
Avis,Internet ,3.5,Gurugram,199,654,--
Entertainment Network India,Media & Entertainment ,3.4,Mumbai,198,1k,14
Caretel Infotech,Analytics & KPO ,4.1,New Delhi,197,442,--
Saudi Electricity Company,Power ,3.9,Riyadh,197,363,--
Hy Gro Chemicals Pharmtek,Pharma ,3.3,Hyderabad,197,676,1
S.S. Kothari Mehta & Co,Accounting & Auditing ,3.9,New Delhi,197,816,--
Itvedant Education,Education & Training ,3.8,Mumbai,197,435,72
Dalmia-OCL,Building Material ,3.3,Rourkela,197,575,--
Bharat Institutions,Education & Training ,3.9,Hyderabad,197,178,--
Elin Electronics, ,3.5,Ghaziabad,197,693,--
Dollar Industries,Fashion & Textile ,3.0,Kolkata,197,789,--
Loconav,Software Product ,4.0,Gurugram,197,1.2k,--
Doubletree By Hilton,Hospitality ,4.0,New Delhi,197,538,--
Wingreens Farms,Power ,4.2,Gurugram,197,823,3
N.K. Realtors,Real Estate ,3.9,Kolkata,197,484,11
Globus Spirits,Beverage ,3.5,New Delhi,197,896,--
The Cosmos Co-operative Bank,Banking ,3.9,Pune,196,955,--
Lakshmi Life Sciences,Industrial Automation ,4.2,Coimbatore,197,999,--
TechStar Group,IT Services & Consulting ,3.9,Hyderabad,198,968,--
Cloud Analogy,IT Services & Consulting ,3.1,Noida,212,1.4k,--
Mashreq Bank,Banking ,3.8,Bengaluru,197,1.2k,--
Rajapushpa Properties,Real Estate ,3.8,Hyderabad,197,896,13
Rajapushpa Properties,Real Estate ,3.5,Hyderabad,197,896,13
The Cosmos Co-operative Bank,Banking ,3.7,Pune,196,955,--
MBL Infrastructure Limited,Engineering & Construction ,3.9,New Delhi,200,506,24
Globus Spirits,Beverage ,3.9,New Delhi,197,896,--
Lakshmi Life Sciences,Industrial Automation ,4.2,Coimbatore,197,999,--
N.K. Realtors,Real Estate ,4.2,Kolkata,197,484,11
TechStar Group,IT Services & Consulting ,3.6,Hyderabad,198,968,--
Puthur Infotech,IT Services & Consulting ,3.4,Bengaluru,197,704,2
MKU,Defence & Aerospace ,4.4,Kanpur,197,702,10
GKC Projects,Engineering & Construction ,4.1,Hyderabad,196,439,--
Maahi Milk Producer Company,Food Processing ,3.9,Rajkot,196,496,1
India Pesticides,Agro Chemicals ,4.3,Lucknow,196,783,2
Dishnet Wireless,Telecom ,3.7,Kolkata,196,373,--
Sanmar Group,Chemicals ,4.1,Chennai,196,828,--
Black & Veatch,Engineering & Construction ,3.8,Mumbai,196,985,76
NMDC Steels,Iron & Steel ,3.6,Jagdalpur,196,614,--
Hospet Steels,Iron & Steel ,3.8,Hosapete,196,807,--
Tata Asset Management Private Limited,Financial Services ,4.0,Mumbai,196,948,1
Srg Housing Finance,NBFC ,3.1,Udaipur,196,585,20
Ohmium,Power ,3.4,Bengaluru,196,706,16
Amelia, ,3.7,Bengaluru,192,794,2
Canvera,Printing & Publishing ,3.8,Bengaluru,196,625,--
Dayal Fertilizers,Agro Chemicals ,3.2,Meerut,196,418,--
Paytm Money,FinTech ,3.2,Bengaluru,196,1.3k,5
Blowhorn,Logistics ,3.5,Bengaluru,196,566,--
Pilot Industries,Metals & Mining ,3.3,New Delhi,196,949,7
Revolt Motors,Internet ,3.2,Gurugram,197,751,21
Samkwang India Electronic,Electronics Manufacturing ,3.9,Greater Noida,197,797,5
VIS Networks,Telecom ,4.1,Bengaluru,196,1.1k,11
Springbord Systems,IT Services & Consulting ,3.8,Chennai,196,626,8
Service Master Clean,Facility Management Services ,4.3,New Delhi,196,683,--
Beyond Key,IT Services & Consulting ,3.4,Indore,196,623,12
Prasol Chemicals,Chemicals ,3.8,Mumbai,196,1.2k,7
E Pack Polymers,Packaging ,4.2,Greater Noida,196,823,--
Sleepwell,Furniture & Furnishing ,4.3,New Delhi,197,604,--
Bhutani Group,Real Estate ,3.1,Noida,196,697,--
Valethi Technologies,Analytics & KPO ,4.0,Nagpur,196,975,2
Schreiber Dynamix Dairies,Electronics Manufacturing ,3.7,Pune,196,650,14
Brnd.Me,Internet ,3.9,Bengaluru,197,833,11
