COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
McDonald's,Hospitality ,3.9,New Delhi,2.4k,4.9k,3
Patanjali Ayurved,FMCG ,3.9,Haridwar,2.4k,5.8k,--
ICICI Securities,Financial Services ,3.9,Mumbai,2.4k,9.6k,1
Paras Hospital,Healthcare ,4.1,Patna,2.4k,3.2k,88
Hero FinCorp,NBFC ,3.9,New Delhi,2.4k,5.8k,84
Emcure Pharmaceuticals,Pharma ,3.6,Pune,2.4k,8.4k,56
Statestreet HCL Services,BPO ,3.4,Chennai,2.4k,13.5k,--
Intellect Design Arena,Software Product ,3.6,Chennai,2.4k,13.5k,29
Biocon Limited,Biotechnology ,4.0,Bengaluru,2.4k,11.6k,8
Mahindra Rural Housing Finance,NBFC ,4.0,Mumbai,2.4k,4.7k,17
Datamatics Global Services,IT Services & Consulting ,3.4,Mumbai,2.4k,11.7k,63
Mahindra Holidays & Resorts,Hospitality ,3.5,Mumbai,2.4k,5.9k,65
Adani Group,Power ,3.8,Ahmedabad,2.4k,11.2k,852
CorroHealth Infotech,Analytics & KPO ,3.6,Hyderabad,2.4k,7.5k,47
Taj Hotels Resorts and Palaces,Hospitality ,4.2,Mumbai,2.4k,4.8k,452
Aditya Birla Group,Metals & Mining ,4.1,Mumbai,2.4k,10k,6
Axis Direct,Financial Services ,3.6,Mumbai,2.4k,4.6k,47
Cholamandalam MS General Insurance,Insurance ,3.7,Chennai,2.4k,6k,--
Cadila Pharmaceuticals,Pharma ,3.3,Ahmedabad,2.4k,8k,98
Syngene International,Clinical Research ,3.8,Bengaluru,2.4k,12.6k,3
3i Infotech,IT Services & Consulting ,3.4,Mumbai,2.4k,10.7k,77
Info Edge,Internet ,3.9,Noida,2.4k,11.3k,381
Capgemini Engineering,IT Services & Consulting ,3.4,Bengaluru,2.3k,14.1k,--
Bureau Veritas,Other ,3.8,Mumbai,2.3k,8.1k,11
KocharTech,IT Services & Consulting ,3.6,Kolkata,2.3k,3.8k,28
Delhi Public School,Education & Training ,3.8,New Delhi,2.3k,5.4k,139
TaskUs,BPO ,3.0,Indore,2.3k,9.4k,288
Aavas Financiers,NBFC ,4.0,Jaipur,2.3k,5.6k,40
Cybage,IT Services & Consulting ,3.8,Pune,2.3k,17.2k,18
RMSI,IT Services & Consulting ,3.5,Hyderabad,2.3k,8.8k,14
Xoriant,IT Services & Consulting ,4.1,Pune,2.3k,11.6k,33
Straive,IT Services & Consulting ,3.3,Chennai,2.3k,10.2k,102
Akums Drugs & Pharmaceuticals Limited,Pharma ,4.2,Haridwar,2.3k,6.3k,17
Sopra Steria,IT Services & Consulting ,3.9,Noida,2.3k,14k,56
Lifestyle,Retail ,4.2,Bengaluru,2.3k,6.7k,21
Kia India,Automobile ,4.0,Anantapur,2.3k,8.2k,79
GVK Emergency Management and Research Institute,Non-Profit ,3.6,Lucknow,2.3k,4.6k,62
Sobha,Real Estate ,3.8,Bengaluru,2.3k,8.3k,47
Eureka Forbes,Consumer Electronics & Appliances ,3.7,Mumbai,2.3k,5.6k,8
Apollo Pharmacy,Pharma ,3.6,Hyderabad,2.3k,6.8k,1.1k
Lodha,Real Estate ,4.1,Mumbai,2.3k,8.8k,175
Unacademy,EdTech ,2.9,Bengaluru,2.2k,10.2k,39
Radisson Hotels,Hospitality ,4.0,New Delhi,2.2k,5.1k,38
Myntra,Internet ,3.8,Bengaluru,2.2k,10.5k,9
Endurance Technologies Limited,Auto Components ,3.9,Chhatrapati Sambhajinagar,2.2k,7.8k,15
SBI Securities,Financial Services ,3.6,Mumbai,2.2k,6.7k,47
TCE,Engineering & Construction ,3.8,Mumbai,2.2k,9.5k,25
Team Computers,IT Services & Consulting ,3.6,New Delhi,2.2k,8.5k,179
GAO Tek,Electrical Equipment ,4.5,New York,2.2k,259,--
Panasonic Life Solutions India,Consumer Electronics & Appliances ,3.9,Haridwar,2.2k,6.8k,16
Newgen Software Technologies,IT Services & Consulting ,4.0,Noida,2.2k,11.7k,52
AWL Agri Business,FMCG ,4.0,Ahmedabad,2.2k,6.8k,16
Lava International,Consumer Electronics & Appliances ,3.9,Noida,2.2k,4.4k,2
Star Union Dai-ichi Life Insurance,Insurance ,3.8,Mumbai,2.2k,5.3k,15
Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances ,4.2,Neemrana,2.2k,7.8k,--
Cisco,Hardware & Networking ,4.1,Bengaluru,2.2k,18.7k,191
Bharti AXA Life Insurance,Insurance ,3.6,Mumbai,2.2k,5.2k,35
SBI General Insurance,Insurance ,3.6,Mumbai,2.2k,6.5k,31
Whirlpool,Consumer Electronics & Appliances ,4.0,Pune,2.2k,8k,21
BNP Paribas,Banking ,3.7,Mumbai,2.2k,18.3k,25
Indian Railways,Railways ,4.2,Kolkata,2.2k,3.4k,1
Renault Nissan Technology & Business Centre India,Automobile ,3.7,Chennai,2.2k,14.7k,31
Meesho,Internet ,3.7,Bengaluru,2.2k,9.5k,177
GlaxoSmithKline Pharmaceuticals,Pharma ,4.0,Bengaluru,2.2k,5.7k,40
Coromandel International,Agro Chemicals ,4.1,Visakhapatnam,2.2k,7.6k,15
Nokia Networks,Hardware & Networking ,4.1,Chennai,2.2k,10.4k,--
Shahi Exports,Fashion & Textile ,3.9,Bengaluru,2.2k,6.9k,39
ValueLabs,IT Services & Consulting ,3.5,Hyderabad,2.2k,16.1k,82
Sify Technologies,IT Services & Consulting ,3.6,Chennai,2.2k,9.9k,54
Ambuja Cements,Building Material ,3.8,Mumbai,2.2k,6.1k,--
Allstate,Insurance ,3.6,Pune,2.2k,12.1k,11
Microsoft Corporation,Software Product ,3.8,Bengaluru,2.1k,29.8k,--
Bank of Baroda,Banking ,3.5,Mumbai,2.1k,7.1k,--
Life Insurance Corporation of India,Insurance ,4.4,New Delhi,2.1k,4.6k,2
Brakes India,Auto Components ,3.9,Chennai,2.1k,7.1k,6
BHEL,Electrical Equipment ,4.2,Bengaluru,2.1k,5.2k,--
Spark Minda,Auto Components ,3.8,Pune,2.1k,7.2k,8
Cargill,Food Processing ,3.9,Bengaluru,2.1k,8.5k,304
Huawei Technologies,Telecom ,4.1,Bengaluru,2.1k,8k,34
Poonawalla Fincorp,NBFC ,3.5,Pune,2.1k,5.8k,20
Mercedes-Benz Research and Development India,IT Services & Consulting ,3.6,Bengaluru,2.1k,17.8k,311
JK Tyre,Auto Components ,3.8,Chennai,2.1k,6.8k,--
upGrad,EdTech ,3.3,Bengaluru,2.1k,9.3k,79
CAMS,Financial Services ,3.6,Chennai,2.1k,8.6k,22
FirstCry,Retail ,3.6,Pune,2.1k,8.6k,1
Power Mech Projects,Engineering & Construction ,3.8,Hyderabad,2.1k,6.8k,13
Generali Central Life Insurance,Insurance ,3.5,Mumbai,2.1k,6.7k,4
Simplex Infrastructures,Engineering & Construction ,3.4,Kolkata,2.1k,4.4k,2
Pfizer,Pharma ,3.9,Visakhapatnam,2.1k,5.8k,52
Jio Platforms,IT Services & Consulting ,3.4,Mumbai,2.1k,14.1k,--
Saint-Gobain,Building Material ,3.8,Mumbai,2.1k,11.6k,155
"Maruti Suzuki India Limited, Hansalpur",Automobile ,4.2,Ahmedabad,2.1k,6.8k,--
"Maruti Suzuki India Limited, Hansalpur",Automobile ,4.2,Ahmedabad,2.1k,6.8k,--
Bharat Petroleum,Oil & Gas ,4.1,Mumbai,2.1k,6.9k,--
Force Motors,Automobile ,3.7,Pune,2.1k,8.3k,8
NTT DATA Business Solutions,IT Services & Consulting ,4.1,Bengaluru,2.1k,12.5k,27
Kotak Securities,Financial Services ,3.5,Mumbai,2.1k,9.4k,38
Manipal Hospitals,Healthcare ,4.1,Bengaluru,2.1k,6.9k,93
Ola Cabs,Internet ,3.3,Bengaluru,2.1k,9k,14
Raymond Lifestyle Limited,Fashion & Textile ,4.1,Mumbai,2.1k,6.4k,--
Reliance Trends,Retail ,4.0,Bengaluru,2.1k,4.2k,--
ITC Hotels,Hospitality ,4.1,Bengaluru,2k,5.3k,--
Infinite Computer Solutions,IT Services & Consulting ,3.3,Bengaluru,2k,15.2k,239
CitiusTech,IT Services & Consulting ,3.2,Mumbai,2k,14.4k,43
Renault-Nissan,Automobile ,4.1,Chennai,2k,7.6k,--
IndusInd General Insurance,Insurance ,3.6,Mumbai,2k,7.1k,14
Delphi TVS,Auto Components ,3.9,Chennai,2k,5.6k,3
Biological E,Pharma ,4.2,Hyderabad,2k,7k,34
Henry Harvin Education,EdTech ,3.6,Noida,2k,919,41
Extramarks Education,EdTech ,3.3,Noida,2k,7.5k,4
Morgan Stanley,Financial Services ,3.6,Mumbai,2k,26.6k,7
SGS,"Testing, Inspection and Certification (TIC) ",3.8,Mumbai,2k,6.4k,139
EPAM Systems,IT Services & Consulting ,3.7,Hyderabad,2k,22.6k,221
YASH Technologies,IT Services & Consulting ,3.7,Hyderabad,2k,16.2k,468
K12 Techno Services,EdTech ,3.7,Bengaluru,2k,5.2k,411
Senco Gold,Jewellery ,4.4,Kolkata,2k,1.5k,1
Novartis,Pharma ,4.1,Hyderabad,2k,10.2k,138
Ninjacart,Internet ,3.8,Bengaluru,2k,5k,23
State Street Syntel,Financial Services ,3.7,Mumbai,2k,7k,--
IDBI Bank,Banking ,3.4,Mumbai,2k,6.1k,--
SAP,Software Product ,4.1,Bengaluru,2k,17.6k,--
Narayana Health,Healthcare ,4.0,Bengaluru,2k,6k,118
HSBC Electronic Data Processing,IT Services & Consulting ,4.0,Bengaluru,2k,8.6k,--
Aditya Birla Health Insurance Co,Insurance ,3.7,Mumbai,2k,7.2k,3
AECOM,Engineering & Construction ,4.2,Gurugram,1.9k,7k,217
L&T Energy Hydrocarbon,Engineering & Construction ,3.8,Vadodara,1.9k,8.4k,--
Shadowfax Technologies,Logistics ,3.5,Bengaluru,1.9k,7.5k,75
Paisabazaar.com,Internet ,3.4,Gurugram,1.9k,7k,39
Honeywell Automation,Industrial Automation ,3.7,Pune,1.9k,12.1k,--
Haier Appliances India,Consumer Electronics & Appliances ,4.0,Pune,1.9k,7k,52
Schindler,Industrial Machinery ,3.9,Pune,1.9k,6.2k,69
Motherson Automotive Technologies and Engineering,Auto Components ,3.8,Chennai,1.9k,7.6k,29
Trent,Retail ,3.8,Mumbai,1.9k,4.8k,16
R.R. Donnelley,Marketing & Advertising ,3.6,Chennai,1.9k,10.2k,26
Microland,IT Services & Consulting ,3.5,Bengaluru,1.9k,10.8k,389
V-Guard Industries,Consumer Electronics & Appliances ,4.3,Kochi,1.9k,4.5k,53
Philips,Medical Equipment ,3.8,Bengaluru,1.9k,11k,99
Dr Lal PathLabs,Healthcare ,4.2,New Delhi,1.9k,4.4k,87
NCR Voyix,IT Services & Consulting ,3.5,Hyderabad,1.9k,9.3k,20
Uflex,Packaging ,3.8,Noida,1.9k,6.7k,54
Parle Products,FMCG ,3.9,Mumbai,1.9k,3.7k,6
Gabriel India Limited,Auto Components ,4.1,Pune,1.9k,5.8k,--
CMS Infosystems,Software Product ,3.5,Mumbai,1.9k,4.7k,10
Spinny,Internet ,3.7,Gurugram,1.9k,7.5k,34
Globiva,BPO ,3.0,Gurugram,1.9k,5.2k,184
Crisil,Analytics & KPO ,3.5,Mumbai,1.9k,13.2k,716
Adecco Group,Recruitment ,3.8,Bengaluru,1.9k,7.2k,--
Google,Software Product ,4.4,Bengaluru,1.9k,33.1k,528
CNH (Case New Holland),Industrial Machinery ,3.7,Gurugram,1.9k,5.9k,14
Angel One,FinTech ,3.6,Mumbai,1.9k,7.5k,30
Tekwissen,IT Services & Consulting ,4.9,Visakhapatnam,1.9k,585,69
Aye Finance,NBFC ,4.1,Gurugram,1.9k,3.5k,19
DHL Supply Chain,Logistics ,4.2,Mumbai,1.9k,6.1k,77
Lucas-TVS,Auto Components ,3.9,Chennai,1.9k,6k,6
Safexpress,Logistics ,3.9,New Delhi,1.9k,5.8k,13
G R Infraprojects,Engineering & Construction ,4.1,Gurugram,1.9k,5.4k,32
Aadhar Housing Finance,NBFC ,4.0,Mumbai,1.9k,5k,3
NTPC,Power ,4.2,New Delhi,1.9k,4.3k,--
HTC Global Services,IT Services & Consulting ,3.4,Chennai,1.9k,13.1k,10
Tata Power,Power ,3.9,Mumbai,1.9k,7.3k,18
Thomson Reuters,Software Product ,3.8,Bengaluru,1.9k,10.7k,100
Infinx,Software Product ,3.7,Hyderabad,1.9k,5.3k,33
Tata Tele Business Services,Telecom ,3.6,Mumbai,1.9k,4.5k,55
Iris Software,IT Services & Consulting ,3.8,Noida,1.9k,7.9k,679
Trident Group,Fashion & Textile ,3.3,Barnala,1.9k,5.3k,29
Hindustan Aeronautics,Defence & Aerospace ,4.3,Bengaluru,1.9k,4.3k,--
PI Industries,Agro Chemicals ,3.8,Vadodara,1.9k,6.9k,16
TVS Sundram Fasteners,Auto Components ,3.6,Chennai,1.9k,6.6k,--
ICICI Home Finance,Financial Services ,3.7,Mumbai,1.8k,5.5k,9
Torrent Power,Power ,3.8,Ahmedabad,1.8k,7.8k,69
CSB Bank,Banking ,3.3,Mumbai,1.8k,6.8k,2
KENT RO Systems,Consumer Electronics & Appliances ,3.8,Noida,1.8k,4.5k,3
NeoSOFT,IT Services & Consulting ,3.4,Mumbai,1.8k,10.7k,80
Jindal Saw,Iron & Steel ,4.0,Mundra,1.8k,6.5k,4
Aragen Life Sciences,Clinical Research ,3.9,Hyderabad,1.8k,6.5k,103
Verizon,Telecom ,3.5,Hyderabad,1.8k,11.7k,1
Polycab Wires,Electrical Equipment ,4.0,Vadodara,1.8k,7.2k,41
Medi Assist India,Insurance ,3.5,Bengaluru,1.8k,7.3k,12
First American (India),Insurance ,3.5,Bengaluru,1.8k,9.4k,50
TELUS Digital,IT Services & Consulting ,3.6,Noida,1.8k,9.7k,55
Honda Cars,Automobile ,4.3,Bhiwadi,1.8k,6.3k,--
Fusion CX,BPO ,3.3,Kolkata,1.8k,4.5k,49
AXA Global Business Services,IT Services & Consulting ,3.8,Pune,1.8k,7.2k,12
Infra.Market,Building Material ,3.9,Mumbai,1.8k,3.7k,6
AkzoNobel,Chemicals ,4.1,Pune,1.8k,4.4k,23
Capri Global Capital,NBFC ,3.6,New Delhi,1.8k,4.1k,13
Sterling & Wilson,Engineering & Construction ,4.0,Mumbai,1.8k,6.7k,41
Godrej Properties,Real Estate ,3.6,Mumbai,1.8k,8.8k,3
Innovsource Services,Recruitment ,3.9,Mumbai,1.8k,4.6k,--
Haldiram Foods International Limited,FMCG ,3.8,Nagpur,1.8k,5.9k,--
Stellar Migration,Other ,1.3,Dubai,1.8k,--,--
DIVI'S Laboratories,Pharma ,3.6,Visakhapatnam,1.8k,6.9k,--
Cafe Coffee Day,Hospitality ,3.7,Bengaluru,1.8k,3.8k,8
MetLife,Insurance ,4.0,Noida,1.8k,9.2k,74
Hindustan Petroleum,Oil & Gas ,4.2,Mumbai,1.8k,6k,--
SS&C TECHNOLOGIES,IT Services & Consulting ,3.2,Mumbai,1.8k,13.3k,82
Digit Insurance,Insurance ,3.7,Bengaluru,1.8k,5.9k,28
Kalyan Jewellers,Jewellery ,4.4,Thrissur,1.7k,1.5k,45
Tata Communications Transformation Services,Telecom ,3.8,Pune,1.7k,8.4k,--
Reckitt Benckiser,FMCG ,3.9,Gurugram,1.7k,6.2k,62
USHA International,Consumer Electronics & Appliances ,4.1,Gurugram,1.7k,4.8k,12
Air India,Aviation ,3.4,New Delhi,1.7k,7.8k,37
Security and Intelligence Services (India),Law Enforcement & Security ,4.0,New Delhi,1.7k,4.4k,32
Future Retail,Retail ,4.4,Mumbai,1.7k,3.9k,--
Isgec Heavy Engineering,Engineering & Construction ,3.8,Noida,1.7k,6.9k,54
USV,Pharma ,4.0,Mumbai,1.7k,5.7k,75
Dhani Loans and Services,NBFC ,3.9,Gurugram,1.7k,4.1k,21
LivSpace,Architecture & Interior Design ,3.3,Bengaluru,1.7k,8.1k,118
HDFC Securities,Financial Services ,3.4,Mumbai,1.7k,6.1k,28
Vedantu,EdTech ,3.3,Bengaluru,1.7k,8.2k,35
BT Business,Telecom ,3.9,Gurugram,1.7k,9.1k,5
Pine Labs,FinTech ,3.3,Noida,1.7k,7.5k,28
Adani Green Energy,Power ,3.9,Ahmedabad,1.7k,5.9k,--
Annapurna Finance,NBFC ,3.8,Bhubaneswar,1.7k,3.8k,--
XBP Global,Internet ,3.3,Chennai,1.7k,7.6k,84
Bata,Fashion & Textile ,3.5,Gurugram,1.7k,4.4k,9
Metro Cash & Carry,Retail ,4.0,Bengaluru,1.7k,4.8k,--
BVG India,Facility Management Services ,4.2,Pune,1.7k,3.9k,74
Mother Dairy Fruit & Vegetable,Food Processing ,4.0,New Delhi,1.7k,5.1k,--
Indian Navy,Defence & Aerospace ,4.6,Mumbai,1.7k,3.4k,--
Provana,BPO ,3.9,Noida,1.7k,4.1k,32
Granules India Limited,Pharma ,3.8,Hyderabad,1.7k,6.3k,12
Rungta Mines,Metals & Mining ,4.0,Chaibasa,1.7k,5.5k,--
NEC,IT Services & Consulting ,4.0,Noida,1.7k,5.5k,2
Sysnet Global Technologies,IT Services & Consulting ,3.7,New Delhi,1.7k,4.2k,11
Orchids International School,Education & Training ,3.9,Bengaluru,1.7k,3.8k,20
Orange Business,IT Services & Consulting ,4.1,Gurugram,1.7k,9k,11
Medanta the Medicity,Healthcare ,4.0,Gurugram,1.7k,5.1k,74
Cavinkare,FMCG ,4.0,Chennai,1.7k,4.8k,5
Hitachi Astemo,Auto Components ,4.0,Neemrana,1.7k,6.4k,--
FactSet,Analytics & KPO ,3.7,Hyderabad,1.7k,10.6k,21
HighRadius,Software Product ,2.5,Hyderabad,1.7k,8.8k,51
Frankfinn Institute of Air Hostess Training,Education & Training ,3.9,Gurugram,1.7k,3.2k,119
TTEC India,BPO ,3.7,Ahmedabad,1.7k,5.4k,19
Caterpillar Inc,Industrial Machinery ,4.1,Chennai,1.7k,10.8k,210
Cushman & Wakefield,Real Estate ,4.1,Gurugram,1.7k,6.4k,222
KONE,Industrial Machinery ,4.1,Chennai,1.7k,5.7k,72
Yamaha Motor,Automobile ,4.1,Chennai,1.6k,5.2k,13
Rane (Madras),Auto Components ,3.9,Chennai,1.6k,4.9k,44
MagicBricks,Internet ,4.0,Noida,1.6k,4.5k,31
DHL Express,Logistics ,4.1,Mumbai,1.6k,6.1k,--
BA Continuum,IT Services & Consulting ,3.9,Hyderabad,1.6k,10.2k,--
JSW Bhushan Power & Steel,Iron & Steel ,4.0,Jharsuguda,1.6k,4.9k,--
L.G.Balakrishnan & Bros,Auto Components ,3.5,Coimbatore,1.6k,5.7k,5
Procter & Gamble,FMCG ,4.0,Mumbai,1.6k,6k,--
Wipro Enterprises Ltd,FMCG ,3.8,Bengaluru,1.6k,8.1k,120
Compass Group Support Services,Facility Management Services ,4.0,Bengaluru,1.6k,5.4k,39
Johnson & Johnson,Healthcare ,4.0,Mumbai,1.6k,5.8k,11
Matrimony.com,Internet ,4.0,Chennai,1.6k,4.4k,43
Tata Play,Broadcasting ,3.9,Mumbai,1.6k,4.6k,2
American Broadcasting Company,Engineering & Construction ,4.0,Bengaluru,1.6k,34.6k,4
Vardhman Fabrics,Fashion & Textile ,4.0,Baddi,1.6k,5.3k,6
Patanjali Foods,FMCG ,3.7,Haridwar,1.6k,4.4k,14
CG Power and Industrial Solutions,Electrical Equipment ,3.9,Bhopal,1.6k,6.5k,2
Clover Infotech,IT Services & Consulting ,3.4,Mumbai,1.6k,11.7k,127
Hero Motors Company,Automobile ,3.9,Ghaziabad,1.6k,6.1k,2
Chegg,EdTech ,4.1,New Delhi,1.6k,3.9k,8
Belrise Industries,Auto Components ,3.7,Pune,1.6k,6.1k,14
Arvind Group,Fashion & Textile ,4.0,Ahmedabad,1.6k,5.3k,--
Suryoday Small Finance Bank,Banking ,4.0,Mumbai,1.6k,4.6k,14
CMA CGM,Ports & Shipping ,4.0,Chennai,1.6k,8.1k,16
Krishna Maruti,Auto Components ,3.8,Gurugram,1.6k,5.1k,7
NielsenIQ,Analytics & KPO ,3.5,Chennai,1.6k,9.9k,38
Tata 1mg,Internet ,3.5,Gurugram,1.6k,6.9k,81
ReNew,Power ,4.2,Gurugram,1.6k,6.3k,43
HERE Technologies,IT Services & Consulting ,3.8,Mumbai,1.6k,7.7k,12
Toyota Kirloskar Motor,Automobile ,4.3,Bengaluru,1.6k,4.5k,--
Coronis Ajuba Solutions,BPO ,3.9,Chennai,1.6k,5.7k,28
Health Care Global Enterprises,Healthcare ,4.4,Bengaluru,1.6k,2.8k,87
Marico,FMCG ,3.8,Mumbai,1.6k,5.6k,16
Godrej Industries Group,Real Estate ,3.9,Mumbai,1.6k,3k,1
IIFL SAMASTA,NBFC ,3.7,Bengaluru,1.6k,3.3k,2
Dixon Technologies,Electronics Manufacturing ,3.9,Noida,1.6k,5.7k,28
PharmEasy,Internet ,3.7,Bengaluru,1.6k,6.5k,--
Welspun Living Limited,Fashion & Textile ,3.9,Anjar,1.6k,5.1k,1
Satin Creditcare Network,NBFC ,3.9,Gurugram,1.6k,3.1k,8
Goldman Sachs,Financial Services ,3.3,Bengaluru,1.6k,20.1k,353
Shriram Life Insurance,Insurance ,3.5,Hyderabad,1.6k,4.8k,25
Wockhardt,Pharma ,3.8,Chhatrapati Sambhajinagar,1.6k,4.1k,10
Emami,FMCG ,3.8,Kolkata,1.6k,5.2k,4
Honda,Automobile ,4.1,Gurugram,1.6k,3.9k,4
ZF Commercial Vehicle Control Systems,Auto Components ,3.8,Chennai,1.6k,3.8k,--
Veritas Finance,NBFC ,4.3,Chennai,1.6k,2.1k,--
Teva Pharmaceuticals,Pharma ,3.9,Bengaluru,1.6k,5.6k,11
iOPEX Technologies,IT Services & Consulting ,3.2,Chennai,1.6k,5.9k,44
Supreme Industries,Petrochemicals ,4.1,Gwalior,1.6k,5.7k,--
Mercer,Management Consulting ,3.6,New Delhi,1.5k,9.8k,223
KFC,Hospitality ,4.0,New Delhi,1.5k,3k,--
Sanofi,Pharma ,4.0,Hyderabad,1.5k,5.7k,163
Urban Company,Internet ,3.3,Gurugram,1.5k,6.7k,87
Asahi India Glass,Auto Components ,3.8,Chennai,1.5k,5.2k,46
Relaxo Footwear,Fashion & Textile ,4.0,New Delhi,1.5k,4.7k,32
Broadridge Financial Solutions,FinTech ,3.8,Hyderabad,1.5k,10.9k,58
IFB,Consumer Electronics & Appliances ,3.6,Bengaluru,1.5k,5.4k,--
Amul India,Food Processing ,4.0,Ahmedabad,1.5k,4.3k,--
Cemindia Projects,Engineering & Construction ,4.2,Kolkata,1.5k,2.9k,4
IndiaFirst Life Insurance,Insurance ,3.8,Mumbai,1.5k,3.9k,26
Marriott International,Hospitality ,4.1,Bengaluru,1.5k,4.7k,1k
Bajaj Capital,Financial Services ,3.6,New Delhi,1.5k,3.8k,43
Dainik Bhaskar Group,Printing & Publishing ,4.1,Bhopal,1.5k,4.5k,331
Suguna Foods,Food Processing ,4.0,Coimbatore,1.5k,4.1k,14
Gujarat Fluorochemicals,Chemicals ,3.9,Bharuch,1.5k,6.6k,19
Kotak Mahindra Prime,NBFC ,3.9,Mumbai,1.5k,5.1k,--
Nayara Energy,Oil & Gas ,4.2,Jamnagar,1.5k,6k,--
HCL Infosystems,IT Services & Consulting ,4.0,Noida,1.5k,7k,--
Muthoot Microfin,NBFC ,4.2,Kochi,1.5k,2.5k,7
Tesco,Retail ,3.6,Bengaluru,1.5k,8.9k,7
Hinduja Leyland Finance,NBFC ,4.0,Chennai,1.5k,2.8k,14
Lumax Industries,Auto Components ,3.9,Gurugram,1.5k,5.7k,16
Bisleri,Beverage ,4.2,Mumbai,1.5k,4.4k,19
SHYAM METALICS AND ENERGY,Metals & Mining ,3.4,Kolkata,1.5k,4.7k,9
XL Dynamics,IT Services & Consulting ,3.6,Mumbai,1.5k,3.6k,12
Patra India,BPO ,3.6,Visakhapatnam,1.5k,6k,4
Oracle Cerner,Software Product ,3.4,Bengaluru,1.5k,10.1k,--
Steel Strips Wheels,Auto Components ,3.8,Chennai,1.5k,5.5k,32
Evalueserve,Analytics & KPO ,3.0,Gurugram,1.5k,10.3k,23
GMR Group,Engineering & Construction ,3.9,New Delhi,1.5k,4.6k,10
Karur Vysya Bank,Banking ,3.5,Chennai,1.5k,4.6k,5
Tata Consumer Products,FMCG ,3.5,Bengaluru,1.5k,5.8k,4
GE VERNOVA,Power ,4.1,Bengaluru,1.5k,5.4k,253
Canara Bank,Banking ,3.6,Bengaluru,1.5k,4k,--
Piramal Pharma,Pharma ,4.0,Mumbai,1.5k,6.5k,44
Max Fashion,Retail ,4.0,Bengaluru,1.5k,3.5k,6
Ashoka Buildcon,Engineering & Construction ,4.1,Nashik,1.5k,4.1k,2
SAI Life Sciences,Clinical Research ,3.9,Hyderabad,1.5k,6k,32
Page Industries,Fashion & Textile ,4.1,Bengaluru,1.5k,4.8k,5
Honeywell Technology Solutions,Industrial Automation ,3.7,Bengaluru,1.5k,11.4k,--
QualityKiosk Technologies,IT Services & Consulting ,3.2,Mumbai,1.5k,11.1k,191
Tanishq,Jewellery ,4.1,Kolkata,1.5k,3.2k,--
Wheelseye Technology,Internet ,3.4,Gurugram,1.5k,3.8k,20
Tata AutoComp Systems,Auto Components ,3.8,Pune,1.5k,6.7k,45
Sonata Software,IT Services & Consulting ,3.4,Bengaluru,1.5k,11.2k,136
Taurus BPO Services,BPO ,4.1,Pune,1.5k,957,1
Gland Pharma,Pharma ,4.0,Hyderabad,1.4k,6k,2
Tata Group,IT Services & Consulting ,4.2,Mumbai,1.4k,5.5k,1
ISS Facility Services,Facility Management Services ,4.0,Mumbai,1.4k,4.1k,12
Devyani International,Hospitality ,3.8,New Delhi,1.4k,3.4k,12
Oberoi Group of Hotels,Hospitality ,4.0,New Delhi,1.4k,3.8k,--
Airtel Payments Bank,Banking ,3.8,Gurugram,1.4k,5k,17
Daimler India Commercial Vehicles,Automobile ,3.9,Chennai,1.4k,6.7k,8
Aon,Management Consulting ,3.8,Bengaluru,1.4k,6.2k,39
Indoco Remedies,Pharma ,3.5,Mumbai,1.4k,5.5k,6
Valeo,Auto Components ,3.9,Chennai,1.4k,8k,138
V5 Global Services,Recruitment ,3.9,New Delhi,1.4k,3.6k,--
Apco Infratech,Engineering & Construction ,3.7,Lucknow,1.4k,4.3k,37
Acuity Analytics,Analytics & KPO ,3.2,Bengaluru,1.4k,12.2k,141
NIIT,Education & Training ,3.5,Gurugram,1.4k,6k,30
Narayana Educational Society,Education & Training ,3.5,Hyderabad,1.4k,4.1k,8
Hyatt Regency,Hospitality ,4.0,New Delhi,1.4k,3k,2
Bharat Forge,Auto Components ,3.7,Pune,1.4k,6.3k,4
Heritage Foods,Food Processing ,4.0,Hyderabad,1.4k,3.8k,38
Amneal Pharmaceuticals,Pharma ,4.2,Ahmedabad,1.4k,6k,41
Chandigarh University,Education & Training ,4.2,Chandigarh,1.4k,2.9k,39
Acmegrade,EdTech ,3.9,Bengaluru,1.4k,266,--
Agilus Diagnostics,Healthcare ,4.1,Mumbai,1.4k,3.4k,16
Apexon,IT Services & Consulting ,3.3,Bengaluru,1.4k,9.4k,66
SBFC Finance,NBFC ,3.8,Mumbai,1.4k,2.8k,60
Happiest Minds Technologies,IT Services & Consulting ,3.4,Bengaluru,1.4k,12.3k,457
PNB Housing Finance,NBFC ,3.8,New Delhi,1.4k,4.5k,--
Sony,Consumer Electronics & Appliances ,4.1,New Delhi,1.4k,4.6k,7
Labmentix, ,4.5,Bengaluru,1.4k,30,--
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components ,3.6,Pune,1.4k,4.9k,--
Morningstar,Financial Services ,3.7,Mumbai,1.4k,10k,34
Jaquar,Building Material ,4.0,Gurugram,1.4k,5.1k,7
